,latitude,longitude
12304,26.917722,-80.306301
12305,26.9177223,-80.3063043
12306,26.9177225,-80.3063059
12307,26.9177225,-80.306306
12308,26.9177228,-80.3063076
12309,26.917723,-80.3063093
12310,26.9177233,-80.306311
12311,26.9177235,-80.3063126
12312,26.9177237,-80.3063143
12313,26.9177239,-80.3063159
12314,26.9177241,-80.3063176
12315,26.9177244,-80.3063192
12316,26.9177249,-80.3063226
12317,26.9177251,-80.3063242
12318,26.9177251,-80.3063242
12319,26.9177254,-80.3063259
12320,26.9177257,-80.3063275
12321,26.9177259,-80.3063292
12322,26.9177262,-80.3063308
12323,26.9177265,-80.3063325
12324,26.9177268,-80.3063341
12325,26.9177271,-80.3063357
12326,26.9177274,-80.3063374
12327,26.9177277,-80.306339
12328,26.917728,-80.3063407
12329,26.9177283,-80.3063422
12330,26.9177286,-80.3063438
12331,26.917729,-80.3063455
12332,26.9177294,-80.3063471
12333,26.9177297,-80.3063488
12334,26.9177301,-80.3063504
12335,26.9177304,-80.306352
12336,26.9177308,-80.3063536
12337,26.9177312,-80.3063553
12338,26.9177315,-80.3063569
12339,26.9177318,-80.3063586
12340,26.9177323,-80.3063602
12341,26.9177326,-80.3063618
12342,26.917733,-80.3063634
12343,26.9177334,-80.306365
12344,26.9177342,-80.3063682
12345,26.9177346,-80.3063699
12346,26.9177347,-80.3063699
12347,26.9177351,-80.3063715
12348,26.9177355,-80.3063731
12349,26.9177359,-80.3063747
12350,26.9177363,-80.3063763
12351,26.9177368,-80.3063779
12352,26.9177372,-80.3063795
12353,26.9177377,-80.3063811
12354,26.9177382,-80.3063827
12355,26.9177392,-80.3063859
12356,26.9177396,-80.3063875
12357,26.9177397,-80.3063875
12358,26.9177401,-80.3063891
12359,26.9177406,-80.3063907
12360,26.9177411,-80.3063922
12361,26.9177416,-80.3063938
12362,26.9177421,-80.3063954
12363,26.9177431,-80.3063986
12364,26.9177436,-80.3064002
12365,26.9177436,-80.3064002
12366,26.9177442,-80.3064017
12367,26.9177447,-80.3064033
12368,26.9177452,-80.3064049
12369,26.9177458,-80.3064064
12370,26.9177463,-80.306408
12371,26.9177468,-80.3064096
12372,26.9177474,-80.3064111
12373,26.917748,-80.3064127
12374,26.9177485,-80.3064142
12375,26.9177491,-80.3064158
12376,26.9177497,-80.3064173
12377,26.9177508,-80.3064204
12378,26.9177514,-80.3064219
12379,26.9177514,-80.306422
12380,26.917752,-80.3064235
12381,26.9177527,-80.306425
12382,26.9177533,-80.3064266
12383,26.9177539,-80.3064281
12384,26.9177545,-80.3064296
12385,26.9177551,-80.3064312
12386,26.9177557,-80.3064327
12387,26.9177564,-80.3064342
12388,26.917757,-80.3064357
12389,26.9177576,-80.3064373
12390,26.9177583,-80.3064388
12391,26.9177589,-80.3064403
12392,26.9177596,-80.3064418
12393,26.9177603,-80.3064433
12394,26.9177609,-80.3064447
12395,26.9177616,-80.3064462
12396,26.9177623,-80.3064477
12397,26.9177629,-80.3064492
12398,26.9177636,-80.3064508
12399,26.9177643,-80.3064522
12400,26.917765,-80.3064537
12401,26.9177657,-80.3064552
12402,26.9177664,-80.3064567
12403,26.9177671,-80.3064582
12404,26.9177678,-80.3064597
12405,26.9177685,-80.3064612
12406,26.9177692,-80.3064626
12407,26.9177708,-80.3064656
12408,26.9177715,-80.3064671
12409,26.9177715,-80.3064671
12410,26.9177723,-80.3064685
12411,26.917773,-80.30647
12412,26.9177738,-80.3064714
12413,26.9177745,-80.3064729
12414,26.9177753,-80.3064743
12415,26.917776,-80.3064758
12416,26.9177776,-80.3064787
12417,26.9177784,-80.3064801
12418,26.9177791,-80.3064816
12419,26.9177799,-80.306483
12420,26.9177799,-80.306483
12421,26.9177807,-80.3064844
12422,26.9177815,-80.3064858
12423,26.9177823,-80.3064873
12424,26.9177832,-80.3064887
12425,26.917784,-80.3064901
12426,26.9177848,-80.3064915
12427,26.9177864,-80.3064943
12428,26.9177873,-80.3064957
12429,26.9177873,-80.3064957
12430,26.9177881,-80.3064971
12431,26.9177889,-80.3064985
12432,26.9177908,-80.3065013
12433,26.9177916,-80.3065026
12434,26.9177916,-80.3065026
12435,26.9177925,-80.3065039
12436,26.9177934,-80.3065053
12437,26.9177942,-80.3065067
12438,26.9177951,-80.306508
12439,26.9177959,-80.3065094
12440,26.9177969,-80.3065108
12441,26.9177987,-80.3065135
12442,26.9177996,-80.3065149
12443,26.9177995,-80.3065148
12444,26.9178004,-80.3065162
12445,26.9178014,-80.3065175
12446,26.9178032,-80.3065202
12447,26.9178041,-80.3065215
12448,26.9178041,-80.3065215
12449,26.917805,-80.3065228
12450,26.917806,-80.3065242
12451,26.9178069,-80.3065255
12452,26.9178078,-80.3065268
12453,26.9178088,-80.3065281
12454,26.9178097,-80.3065294
12455,26.9178116,-80.306532
12456,26.9178126,-80.3065333
12457,26.9178126,-80.3065333
12458,26.9178136,-80.3065346
12459,26.9178145,-80.3065359
12460,26.9178155,-80.3065371
12461,26.9178175,-80.3065397
12462,26.9178185,-80.3065409
12463,26.9178186,-80.306541
12464,26.9178195,-80.3065422
12465,26.9178215,-80.3065447
12466,26.9178225,-80.3065459
12467,26.9178225,-80.3065459
12468,26.9178236,-80.3065471
12469,26.9178256,-80.3065496
12470,26.9178266,-80.3065509
12471,26.9178266,-80.3065508
12472,26.9178276,-80.306552
12473,26.9178287,-80.3065533
12474,26.9178297,-80.3065545
12475,26.9178307,-80.3065557
12476,26.9178318,-80.3065569
12477,26.9178339,-80.3065593
12478,26.917835,-80.3065605
12479,26.9178349,-80.3065605
12480,26.917836,-80.3065617
12481,26.9178371,-80.3065629
12482,26.9178381,-80.306564
12483,26.9178392,-80.3065652
12484,26.9178414,-80.3065675
12485,26.9178425,-80.3065686
12486,26.9178425,-80.3065687
12487,26.9178436,-80.3065699
12488,26.9178447,-80.306571
12489,26.9178458,-80.3065722
12490,26.9178469,-80.3065733
12491,26.917848,-80.3065744
12492,26.9178491,-80.3065756
12493,26.9178502,-80.3065767
12494,26.9178525,-80.3065788
12495,26.9178536,-80.30658
12496,26.9178548,-80.306581
12497,26.9178559,-80.3065821
12498,26.9178559,-80.3065821
12499,26.9178582,-80.3065843
12500,26.9178593,-80.3065854
12501,26.9178605,-80.3065865
12502,26.9178616,-80.3065876
12503,26.9178617,-80.3065876
12504,26.9178628,-80.3065887
12505,26.917864,-80.3065897
12506,26.9178652,-80.3065908
12507,26.9178663,-80.3065918
12508,26.9178675,-80.3065929
12509,26.9178687,-80.3065939
12510,26.9178699,-80.306595
12511,26.9178711,-80.306596
12512,26.9178722,-80.3065971
12513,26.9178734,-80.3065981
12514,26.9178758,-80.3066001
12515,26.917877,-80.3066011
12516,26.917877,-80.3066011
12517,26.9178782,-80.3066021
12518,26.9178794,-80.3066031
12519,26.9178807,-80.3066041
12520,26.9178819,-80.306605
12521,26.9178831,-80.306606
12522,26.9178843,-80.306607
12523,26.9178856,-80.306608
12524,26.9178868,-80.3066089
12525,26.917888,-80.3066099
12526,26.9178893,-80.3066109
12527,26.9178905,-80.3066118
12528,26.9178917,-80.3066128
12529,26.9178943,-80.3066146
12530,26.9178955,-80.3066155
12531,26.9178956,-80.3066156
12532,26.9178969,-80.3066165
12533,26.9178981,-80.3066174
12534,26.9178994,-80.3066183
12535,26.9179019,-80.3066201
12536,26.9179031,-80.306621
12537,26.9179032,-80.306621
12538,26.9179045,-80.3066219
12539,26.917907,-80.3066237
12540,26.9179083,-80.3066245
12541,26.9179083,-80.3066245
12542,26.9179096,-80.3066253
12543,26.9179109,-80.3066261
12544,26.9179122,-80.306627
12545,26.9179135,-80.3066278
12546,26.9179148,-80.3066287
12547,26.9179161,-80.3066295
12548,26.9179174,-80.3066303
12549,26.9179201,-80.306632
12550,26.9179214,-80.3066328
12551,26.9179214,-80.3066328
12552,26.9179227,-80.3066336
12553,26.917924,-80.3066344
12554,26.9179267,-80.3066359
12555,26.917928,-80.3066367
12556,26.917928,-80.3066367
12557,26.9179293,-80.3066375
12558,26.9179307,-80.3066382
12559,26.917932,-80.306639
12560,26.9179347,-80.3066405
12561,26.9179361,-80.3066412
12562,26.9179361,-80.3066412
12563,26.9179374,-80.306642
12564,26.9179388,-80.3066427
12565,26.9179401,-80.3066433
12566,26.9179415,-80.3066441
12567,26.9179428,-80.3066448
12568,26.9179442,-80.3066455
12569,26.9179456,-80.3066462
12570,26.9179469,-80.3066469
12571,26.9179497,-80.3066482
12572,26.9179511,-80.3066489
12573,26.9179511,-80.3066489
12574,26.9179524,-80.3066496
12575,26.9179538,-80.3066502
12576,26.9179552,-80.3066509
12577,26.9179581,-80.3066522
12578,26.9179594,-80.3066528
12579,26.9179595,-80.3066528
12580,26.9179609,-80.3066534
12581,26.9179622,-80.3066541
12582,26.9179636,-80.3066547
12583,26.917965,-80.3066553
12584,26.9179664,-80.3066559
12585,26.9179678,-80.3066564
12586,26.9179692,-80.3066569
12587,26.9179706,-80.3066575
12588,26.917972,-80.3066581
12589,26.9179735,-80.3066587
12590,26.9179749,-80.3066592
12591,26.9179763,-80.3066598
12592,26.9179777,-80.3066604
12593,26.9179791,-80.3066609
12594,26.9179805,-80.3066614
12595,26.9179819,-80.3066619
12596,26.9179833,-80.3066625
12597,26.9179848,-80.306663
12598,26.9179876,-80.306664
12599,26.917989,-80.3066645
12600,26.917989,-80.3066645
12601,26.9179905,-80.3066649
12602,26.9179919,-80.3066654
12603,26.9179933,-80.3066659
12604,26.9179962,-80.3066669
12605,26.9179976,-80.3066673
12606,26.9179976,-80.3066672
12607,26.917999,-80.3066676
12608,26.9180019,-80.3066685
12609,26.9180033,-80.306669
12610,26.9180034,-80.3066689
12611,26.9180048,-80.3066694
12612,26.9180062,-80.3066698
12613,26.9180077,-80.3066702
12614,26.9180091,-80.3066706
12615,26.9180106,-80.306671
12616,26.918012,-80.3066714
12617,26.9180135,-80.3066718
12618,26.9180149,-80.3066722
12619,26.9180164,-80.3066726
12620,26.9180178,-80.3066729
12621,26.9180193,-80.3066733
12622,26.9180208,-80.3066736
12623,26.9180222,-80.306674
12624,26.9180251,-80.3066747
12625,26.9180266,-80.306675
12626,26.9180266,-80.306675
12627,26.918028,-80.3066752
12628,26.9180295,-80.3066756
12629,26.918031,-80.3066759
12630,26.9180324,-80.3066762
12631,26.9180339,-80.3066765
12632,26.9180354,-80.3066768
12633,26.9180368,-80.3066771
12634,26.9180383,-80.3066774
12635,26.9180398,-80.3066776
12636,26.9180427,-80.3066782
12637,26.9180442,-80.3066785
12638,26.9180442,-80.3066784
12639,26.9180457,-80.3066787
12640,26.9180486,-80.3066792
12641,26.9180501,-80.3066794
12642,26.9180501,-80.3066794
12643,26.9180516,-80.3066796
12644,26.918053,-80.3066798
12645,26.9180545,-80.3066801
12646,26.918056,-80.3066802
12647,26.918056,-80.3066801
12648,26.918059,-80.3066805
12649,26.9180604,-80.3066807
12650,26.9180619,-80.3066809
12651,26.9180634,-80.3066811
12652,26.9180649,-80.3066812
12653,26.9180664,-80.3066814
12654,26.9180679,-80.3066816
12655,26.9180694,-80.3066817
12656,26.9180708,-80.3066819
12657,26.9180723,-80.306682
12658,26.9180753,-80.3066823
12659,26.9180768,-80.3066824
12660,26.9180768,-80.3066824
12661,26.9180798,-80.3066826
12662,26.9180813,-80.3066827
12663,26.9180813,-80.3066827
12664,26.9180828,-80.3066828
12665,26.9180857,-80.3066829
12666,26.9180872,-80.3066829
12667,26.9180872,-80.306683
12668,26.9180887,-80.3066831
12669,26.9180902,-80.306683
12670,26.9180917,-80.3066831
12671,26.9180932,-80.3066831
12672,26.9180947,-80.3066832
12673,26.9180962,-80.3066832
12674,26.9180977,-80.3066833
12675,26.9180992,-80.3066833
12676,26.9181007,-80.3066833
12677,26.9181022,-80.3066833
12678,26.9181037,-80.3066833
12679,26.9181052,-80.3066833
12680,26.9181067,-80.3066834
12681,26.9181082,-80.3066833
12682,26.9181097,-80.3066833
12683,26.9181112,-80.3066833
12684,26.9181127,-80.3066833
12685,26.9181142,-80.3066833
12686,26.9181157,-80.3066832
12687,26.9181172,-80.3066832
12688,26.9181187,-80.3066831
12689,26.9181202,-80.3066831
12690,26.9181217,-80.306683
12691,26.9181232,-80.306683
12692,26.9181247,-80.3066829
12693,26.9181262,-80.3066827
12694,26.9181277,-80.3066827
12695,26.9181292,-80.3066826
12696,26.9181307,-80.3066825
12697,26.9181322,-80.3066824
12698,26.9181338,-80.3066823
12699,26.9181354,-80.3066822
12700,26.9181384,-80.306682
12701,26.9181399,-80.3066819
12702,26.9181399,-80.3066818
12703,26.9181414,-80.3066817
12704,26.9181429,-80.3066816
12705,26.9181459,-80.3066813
12706,26.9181474,-80.3066811
12707,26.9181474,-80.3066812
12708,26.9181489,-80.306681
12709,26.9181504,-80.3066808
12710,26.9181519,-80.3066807
12711,26.9181534,-80.3066805
12712,26.9181549,-80.3066803
12713,26.9181579,-80.30668
12714,26.9181594,-80.3066798
12715,26.9181595,-80.3066797
12716,26.9181625,-80.3066793
12717,26.918164,-80.3066791
12718,26.918164,-80.306679
12719,26.9181655,-80.3066788
12720,26.918167,-80.3066786
12721,26.9181685,-80.3066784
12722,26.9181715,-80.3066779
12723,26.918173,-80.3066777
12724,26.918173,-80.3066776
12725,26.9181745,-80.3066774
12726,26.918176,-80.3066771
12727,26.9181775,-80.3066769
12728,26.9181805,-80.3066763
12729,26.918182,-80.306676
12730,26.918182,-80.306676
12731,26.918185,-80.3066755
12732,26.9181865,-80.3066752
12733,26.9181865,-80.3066752
12734,26.918188,-80.3066749
12735,26.9181895,-80.3066746
12736,26.9181925,-80.3066739
12737,26.918194,-80.3066735
12738,26.918194,-80.3066735
12739,26.918197,-80.3066728
12740,26.9181985,-80.3066725
12741,26.9181984,-80.3066725
12742,26.9181999,-80.3066721
12743,26.9182014,-80.3066718
12744,26.9182029,-80.3066714
12745,26.9182044,-80.3066711
12746,26.9182059,-80.3066707
12747,26.9182074,-80.3066703
12748,26.9182089,-80.30667
12749,26.9182103,-80.3066696
12750,26.9182118,-80.3066692
12751,26.9182133,-80.3066688
12752,26.9182148,-80.3066684
12753,26.9182163,-80.306668
12754,26.9182178,-80.3066676
12755,26.9182193,-80.3066672
12756,26.9182207,-80.3066668
12757,26.9182222,-80.3066663
12758,26.9182237,-80.3066659
12759,26.9182252,-80.3066655
12760,26.9182267,-80.306665
12761,26.9182281,-80.3066646
12762,26.9182296,-80.306664
12763,26.9182311,-80.3066636
12764,26.9182326,-80.3066631
12765,26.918234,-80.3066627
12766,26.9182355,-80.3066622
12767,26.918237,-80.3066617
12768,26.9182399,-80.3066607
12769,26.9182413,-80.3066602
12770,26.9182429,-80.3066597
12771,26.9182443,-80.3066592
12772,26.9182458,-80.3066587
12773,26.9182472,-80.3066582
12774,26.9182473,-80.3066582
12775,26.9182488,-80.3066577
12776,26.9182517,-80.3066566
12777,26.9182531,-80.3066561
12778,26.9182531,-80.3066561
12779,26.9182546,-80.3066556
12780,26.918256,-80.306655
12781,26.9182575,-80.3066544
12782,26.918259,-80.3066539
12783,26.9182604,-80.3066533
12784,26.918262,-80.3066528
12785,26.9182635,-80.3066522
12786,26.9182649,-80.3066515
12787,26.9182679,-80.3066503
12788,26.9182693,-80.3066498
12789,26.9182694,-80.3066497
12790,26.9182708,-80.3066491
12791,26.9182738,-80.3066479
12792,26.9182752,-80.3066473
12793,26.9182752,-80.3066473
12794,26.9182767,-80.3066467
12795,26.9182782,-80.3066461
12796,26.9182797,-80.3066454
12797,26.9182811,-80.3066448
12798,26.9182826,-80.3066442
12799,26.9182856,-80.3066429
12800,26.918287,-80.3066422
12801,26.9182885,-80.3066416
12802,26.9182885,-80.3066416
12803,26.91829,-80.3066409
12804,26.9182929,-80.3066396
12805,26.9182943,-80.3066389
12806,26.9182944,-80.3066389
12807,26.9182944,-80.3066389
12808,26.9182988,-80.3066368
12809,26.9183002,-80.3066361
12810,26.9183018,-80.3066354
12811,26.9183032,-80.3066346
12812,26.9183033,-80.3066347
12813,26.9183047,-80.3066339
12814,26.9183062,-80.3066332
12815,26.9183077,-80.3066325
12816,26.9183092,-80.3066318
12817,26.9183107,-80.306631
12818,26.9183121,-80.3066303
12819,26.9183136,-80.3066296
12820,26.9183151,-80.3066288
12821,26.9183166,-80.3066281
12822,26.918318,-80.3066273
12823,26.9183195,-80.3066266
12824,26.9183209,-80.3066258
12825,26.9183225,-80.306625
12826,26.9183239,-80.3066243
12827,26.9183254,-80.3066235
12828,26.9183269,-80.3066227
12829,26.9183284,-80.3066219
12830,26.9183312,-80.3066203
12831,26.9183327,-80.3066195
12832,26.9183327,-80.3066195
12833,26.9183342,-80.3066187
12834,26.9183356,-80.3066179
12835,26.9183371,-80.3066171
12836,26.9183386,-80.3066163
12837,26.91834,-80.3066155
12838,26.9183415,-80.3066146
12839,26.918343,-80.3066137
12840,26.9183444,-80.3066129
12841,26.9183459,-80.306612
12842,26.9183474,-80.3066112
12843,26.9183503,-80.3066094
12844,26.9183518,-80.3066086
12845,26.9183518,-80.3066086
12846,26.9183532,-80.3066077
12847,26.9183547,-80.3066068
12848,26.9183561,-80.3066059
12849,26.9183576,-80.306605
12850,26.918359,-80.3066041
12851,26.9183605,-80.3066032
12852,26.9183619,-80.3066023
12853,26.9183634,-80.3066014
12854,26.9183663,-80.3065996
12855,26.9183678,-80.3065987
12856,26.9183692,-80.3065978
12857,26.9183707,-80.3065968
12858,26.9183707,-80.3065968
12859,26.9183721,-80.3065959
12860,26.9183736,-80.3065949
12861,26.9183764,-80.306593
12862,26.9183779,-80.306592
12863,26.9183793,-80.306591
12864,26.9183808,-80.3065901
12865,26.9183822,-80.306589
12866,26.9183837,-80.3065881
12867,26.9183837,-80.3065881
12868,26.9183851,-80.3065871
12869,26.9183865,-80.3065861
12870,26.918388,-80.3065851
12871,26.9183908,-80.3065831
12872,26.9183923,-80.3065821
12873,26.9183923,-80.3065821
12874,26.9183937,-80.306581
12875,26.9183951,-80.30658
12876,26.9183966,-80.306579
12877,26.918398,-80.3065779
12878,26.9183994,-80.3065769
12879,26.9184008,-80.3065759
12880,26.9184023,-80.3065748
12881,26.9184037,-80.3065738
12882,26.9184051,-80.3065727
12883,26.9184065,-80.3065717
12884,26.918408,-80.3065706
12885,26.9184094,-80.3065695
12886,26.9184108,-80.3065684
12887,26.9184122,-80.3065674
12888,26.9184136,-80.3065663
12889,26.918415,-80.3065651
12890,26.9184164,-80.306564
12891,26.9184179,-80.3065629
12892,26.9184193,-80.3065618
12893,26.9184207,-80.3065607
12894,26.9184221,-80.3065596
12895,26.9184235,-80.3065584
12896,26.9184249,-80.3065573
12897,26.9184263,-80.3065562
12898,26.9184277,-80.306555
12899,26.9184291,-80.3065539
12900,26.9184305,-80.3065528
12901,26.9184319,-80.3065516
12902,26.9184333,-80.3065505
12903,26.9184347,-80.3065493
12904,26.9184361,-80.3065481
12905,26.9184375,-80.306547
12906,26.9184388,-80.3065458
12907,26.9184402,-80.3065446
12908,26.9184416,-80.3065434
12909,26.918443,-80.3065422
12910,26.9184444,-80.306541
12911,26.9184458,-80.3065398
12912,26.9184471,-80.3065386
12913,26.9184485,-80.3065374
12914,26.9184499,-80.3065362
12915,26.9184513,-80.3065349
12916,26.9184526,-80.3065337
12917,26.918454,-80.3065325
12918,26.9184554,-80.3065312
12919,26.9184567,-80.30653
12920,26.9184581,-80.3065287
12921,26.9184608,-80.3065262
12922,26.9184621,-80.306525
12923,26.9184636,-80.3065237
12924,26.9184649,-80.3065225
12925,26.9184663,-80.3065212
12926,26.9184676,-80.3065199
12927,26.9184676,-80.3065199
12928,26.918469,-80.3065186
12929,26.9184703,-80.3065173
12930,26.9184717,-80.3065161
12931,26.9184729,-80.3065148
12932,26.9184743,-80.3065135
12933,26.9184756,-80.3065122
12934,26.9184769,-80.3065109
12935,26.9184783,-80.3065095
12936,26.9184796,-80.3065082
12937,26.918481,-80.3065069
12938,26.9184823,-80.3065056
12939,26.9184836,-80.3065043
12940,26.918485,-80.3065029
12941,26.9184863,-80.3065016
12942,26.9184876,-80.3065003
12943,26.918489,-80.3064988
12944,26.9184903,-80.3064975
12945,26.9184916,-80.3064961
12946,26.9184929,-80.3064947
12947,26.9184943,-80.3064934
12948,26.9184956,-80.306492
12949,26.9184969,-80.3064906
12950,26.9184982,-80.3064893
12951,26.9184995,-80.3064879
12952,26.9185008,-80.3064865
12953,26.9185022,-80.3064851
12954,26.9185035,-80.3064837
12955,26.9185061,-80.3064809
12956,26.9185074,-80.3064795
12957,26.9185074,-80.3064795
12958,26.9185087,-80.3064781
12959,26.91851,-80.3064767
12960,26.9185113,-80.3064753
12961,26.9185126,-80.3064739
12962,26.9185139,-80.3064725
12963,26.9185165,-80.3064696
12964,26.9185178,-80.3064681
12965,26.9185191,-80.3064667
12966,26.9185204,-80.3064652
12967,26.9185204,-80.3064653
12968,26.9185217,-80.3064638
12969,26.918523,-80.3064624
12970,26.9185243,-80.3064609
12971,26.9185256,-80.3064594
12972,26.9185269,-80.306458
12973,26.9185282,-80.3064565
12974,26.9185295,-80.306455
12975,26.9185308,-80.3064535
12976,26.9185321,-80.306452
12977,26.9185334,-80.3064505
12978,26.9185346,-80.306449
12979,26.9185359,-80.3064475
12980,26.9185385,-80.3064445
12981,26.9185398,-80.306443
12982,26.9185398,-80.306443
12983,26.9185411,-80.3064415
12984,26.9185423,-80.30644
12985,26.9185436,-80.3064384
12986,26.9185449,-80.3064369
12987,26.9185462,-80.3064354
12988,26.9185474,-80.3064339
12989,26.9185487,-80.3064323
12990,26.91855,-80.3064308
12991,26.9185525,-80.3064277
12992,26.9185538,-80.3064261
12993,26.9185538,-80.3064262
12994,26.9185563,-80.3064231
12995,26.9185576,-80.3064215
12996,26.9185576,-80.3064215
12997,26.9185589,-80.3064199
12998,26.9185601,-80.3064184
12999,26.9185614,-80.3064168
13000,26.9185627,-80.3064152
13001,26.9185639,-80.3064137
13002,26.9185652,-80.3064121
13003,26.9185665,-80.3064105
13004,26.9185677,-80.3064089
13005,26.918569,-80.3064074
13006,26.9185703,-80.3064058
13007,26.9185715,-80.3064042
13008,26.9185728,-80.3064026
13009,26.9185741,-80.306401
13010,26.9185753,-80.3063994
13011,26.9185766,-80.3063978
13012,26.9185779,-80.3063962
13013,26.9185792,-80.3063945
13014,26.9185817,-80.3063913
13015,26.918583,-80.3063897
13016,26.918583,-80.3063897
13017,26.9185843,-80.3063881
13018,26.9185855,-80.3063865
13019,26.9185868,-80.3063849
13020,26.9185881,-80.3063833
13021,26.9185881,-80.3063833
13022,26.9185894,-80.3063817
13023,26.9185919,-80.3063784
13024,26.9185932,-80.3063768
13025,26.9185945,-80.3063752
13026,26.9185957,-80.3063736
13027,26.918597,-80.306372
13028,26.9185983,-80.3063703
13029,26.9186009,-80.3063671
13030,26.9186022,-80.3063655
13031,26.9186022,-80.3063655
13032,26.9186035,-80.3063638
13033,26.9186047,-80.3063622
13034,26.918606,-80.3063606
13035,26.9186073,-80.3063589
13036,26.9186086,-80.3063573
13037,26.9186099,-80.3063557
13038,26.9186112,-80.306354
13039,26.9186125,-80.3063524
13040,26.9186138,-80.3063508
13041,26.9186151,-80.3063491
13042,26.9186164,-80.3063475
13043,26.9186177,-80.3063459
13044,26.9186203,-80.3063426
13045,26.9186216,-80.306341
13046,26.9186216,-80.3063409
13047,26.9186229,-80.3063393
13048,26.9186242,-80.3063377
13049,26.9186268,-80.3063344
13050,26.9186281,-80.3063328
13051,26.9186281,-80.3063328
13052,26.9186294,-80.3063311
13053,26.9186308,-80.3063295
13054,26.9186321,-80.3063278
13055,26.9186334,-80.3063262
13056,26.9186347,-80.3063245
13057,26.918636,-80.3063229
13058,26.9186373,-80.3063213
13059,26.9186387,-80.3063196
13060,26.91864,-80.306318
13061,26.9186413,-80.3063163
13062,26.9186427,-80.3063147
13063,26.918644,-80.306313
13064,26.9186453,-80.3063114
13065,26.9186467,-80.3063098
13066,26.918648,-80.3063081
13067,26.9186493,-80.3063065
13068,26.9186507,-80.3063048
13069,26.9186521,-80.3063032
13070,26.9186548,-80.3062999
13071,26.9186561,-80.3062983
13072,26.9186576,-80.3062967
13073,26.9186589,-80.3062951
13074,26.9186589,-80.306295
13075,26.9186603,-80.3062934
13076,26.9186616,-80.3062917
13077,26.918663,-80.3062901
13078,26.9186644,-80.3062885
13079,26.9186671,-80.3062852
13080,26.9186684,-80.3062836
13081,26.9186699,-80.3062819
13082,26.9186713,-80.3062803
13083,26.9186712,-80.3062803
13084,26.9186726,-80.3062787
13085,26.9186754,-80.3062754
13086,26.9186768,-80.3062738
13087,26.9186768,-80.3062738
13088,26.9186796,-80.3062706
13089,26.918681,-80.306269
13090,26.9186824,-80.3062674
13091,26.9186824,-80.3062673
13092,26.9186838,-80.3062657
13093,26.9186852,-80.3062641
13094,26.9186866,-80.3062624
13095,26.9186894,-80.3062592
13096,26.9186908,-80.3062576
13097,26.9186908,-80.3062576
13098,26.9186922,-80.306256
13099,26.9186937,-80.3062544
13100,26.9186951,-80.3062528
13101,26.9186965,-80.3062512
13102,26.9186979,-80.3062496
13103,26.9187008,-80.3062463
13104,26.9187022,-80.3062447
13105,26.9187022,-80.3062448
13106,26.9187051,-80.3062416
13107,26.9187066,-80.30624
13108,26.918708,-80.3062384
13109,26.9187095,-80.3062368
13110,26.9187109,-80.3062353
13111,26.9187124,-80.3062337
13112,26.9187124,-80.3062337
13113,26.9187138,-80.3062321
13114,26.9187153,-80.3062305
13115,26.9187168,-80.3062289
13116,26.9187183,-80.3062273
13117,26.9187197,-80.3062258
13118,26.9187212,-80.3062242
13119,26.9187228,-80.3062227
13120,26.9187242,-80.3062211
13121,26.9187257,-80.3062195
13122,26.9187272,-80.306218
13123,26.9187287,-80.3062164
13124,26.9187302,-80.3062148
13125,26.9187317,-80.3062133
13126,26.9187332,-80.3062117
13127,26.9187347,-80.3062102
13128,26.9187362,-80.3062087
13129,26.9187377,-80.3062071
13130,26.9187392,-80.3062056
13131,26.9187408,-80.306204
13132,26.9187423,-80.3062025
13133,26.9187453,-80.3061995
13134,26.9187468,-80.306198
13135,26.9187469,-80.3061979
13136,26.9187484,-80.3061964
13137,26.91875,-80.3061949
13138,26.9187515,-80.3061934
13139,26.918753,-80.3061919
13140,26.9187546,-80.3061904
13141,26.9187561,-80.3061889
13142,26.9187577,-80.3061874
13143,26.9187593,-80.3061859
13144,26.9187608,-80.3061844
13145,26.9187624,-80.3061829
13146,26.918764,-80.3061814
13147,26.9187655,-80.3061799
13148,26.9187671,-80.3061784
13149,26.9187687,-80.3061771
13150,26.9187703,-80.3061756
13151,26.9187719,-80.3061741
13152,26.9187735,-80.3061727
13153,26.9187751,-80.3061712
13154,26.9187767,-80.3061698
13155,26.9187783,-80.3061683
13156,26.91878,-80.3061669
13157,26.9187816,-80.3061654
13158,26.9187832,-80.306164
13159,26.9187864,-80.3061612
13160,26.918788,-80.3061598
13161,26.9187881,-80.3061597
13162,26.9187897,-80.3061583
13163,26.9187913,-80.3061569
13164,26.918793,-80.3061555
13165,26.9187946,-80.3061541
13166,26.9187963,-80.3061527
13167,26.9187979,-80.3061513
13168,26.9187996,-80.3061499
13169,26.9188012,-80.3061485
13170,26.9188046,-80.3061458
13171,26.9188063,-80.3061445
13172,26.9188062,-80.3061444
13173,26.9188079,-80.306143
13174,26.9188096,-80.3061417
13175,26.9188113,-80.3061403
13176,26.9188129,-80.306139
13177,26.9188146,-80.3061377
13178,26.9188163,-80.3061363
13179,26.918818,-80.306135
13180,26.9188197,-80.3061336
13181,26.9188214,-80.3061324
13182,26.9188231,-80.3061311
13183,26.9188248,-80.3061298
13184,26.9188265,-80.3061285
13185,26.91883,-80.3061259
13186,26.9188318,-80.3061246
13187,26.9188334,-80.3061233
13188,26.9188352,-80.306122
13189,26.9188351,-80.306122
